Date,Value,Drawdown
2022-12-12,16514.829985691445,-0.25134496420956853
2022-12-13,16694.98175140852,-0.24317827241029
2022-12-14,16725.044057209983,-0.24181547929372527
2022-12-15,16612.139025566597,-0.2469337227500087
2022-12-16,16493.118435124423,-0.2523291984814867
2022-12-19,16296.204294007697,-0.26125576711665355
2022-12-20,16204.391684439453,-0.26541784281236935
2022-12-21,16203.434508174385,-0.26546123380286724
2022-12-22,16066.375155606487,-0.2716744479014098
2022-12-23,16081.53164695353,-0.2709873694645317
2022-12-27,16169.454369831821,-0.2670016312340886
2022-12-28,16074.905484246761,-0.27128774858334115
2022-12-29,16164.294483272717,-0.2672355406996978
2022-12-30,16165.52901662175,-0.26717957647787993
2023-01-03,16276.176485155424,-0.2621636735235674
2023-01-04,16404.46285351145,-0.25634815887544704
2023-01-05,16225.702269916896,-0.26445178520553037
2023-01-06,16573.8954586212,-0.24866739115622705
2023-01-09,16635.584367304913,-0.24587089175668786
2023-01-10,16657.10256423086,-0.24489542264779007
2023-01-11,16707.618227942086,-0.24260543201170892
2023-01-12,16894.658603822252,-0.23412646374984103
2023-01-13,16976.607301074124,-0.2304115417720045
2023-01-17,16943.391648391167,-0.23191728331882677
2023-01-18,16793.365618534943,-0.23871830657179527
2023-01-19,16770.59548411235,-0.23975052887234993
2023-01-20,16665.25805122411,-0.24452571575936854
2023-01-23,16868.182503544398,-0.2353266859633475
2023-01-24,16852.465289052976,-0.23603918326351925
2023-01-25,16859.5108315376,-0.23571979269967103
2023-01-26,17012.426228806104,-0.22878778780987508
2023-01-27,17042.44221881065,-0.2274270942943737
2023-01-30,16772.50503530302,-0.23966396454705963
2023-01-31,16930.44682162435,-0.23250410193910975
2023-02-01,17255.057714797553,-0.2177887473119593
2023-02-02,17524.431724316837,-0.20557740702493255
2023-02-03,17311.478808087628,-0.21523105003908316
2023-02-06,17109.484299385353,-0.22438792336281665
2023-02-07,17384.50293784042,-0.21192069912896128
2023-02-08,17264.29658767381,-0.21736992806224076
2023-02-09,17176.5849223352,-0.22134609857142595
2023-02-10,17078.82531613361,-0.22577776523363935
2023-02-13,17279.719470006792,-0.21667077351236075
2023-02-14,17317.63427421975,-0.21495200867314468
2023-02-15,17369.348168400746,-0.2126076995078381
2023-02-16,17154.867184134728,-0.22233061334292825
2023-02-17,17034.274140964688,-0.22779737195496153
2023-02-21,16742.57379658907,-0.2410208160926135
2023-02-22,16724.69722785987,-0.24183120186185025
2023-02-23,16763.449170137912,-0.24007448763843697
2023-02-24,16583.825407001186,-0.24821724387246713
2023-02-27,16615.389164098862,-0.24678638653272367
2023-02-28,16625.678369866597,-0.24631995328945255
2023-03-01,16590.581661479162,-0.24791096739596685
2023-03-02,16593.010148184065,-0.2478008785362843
2023-03-03,16771.278096009104,-0.2397195845129808
2023-03-06,16683.7970190267,-0.24368530192430082
2023-03-07,16466.621794695206,-0.2535303518270585
2023-03-08,16447.11532171359,-0.25441462488593036
2023-03-09,16375.019310750979,-0.2576829020473862
2023-03-10,16647.166765122976,-0.24534583515843433
2023-03-13,16794.725386100978,-0.23865666519633455
2023-03-14,16625.919930245178,-0.24630900280470458
2023-03-15,16799.78645748091,-0.23842723524892584
2023-03-16,16760.005337859588,-0.2402306044364796
2023-03-17,17009.958069148786,-0.2288996751352782
2023-03-20,16969.98752166131,-0.23071163152149143
2023-03-21,16729.01968989851,-0.24163525476611603
2023-03-22,16855.680285246766,-0.23589344012885705
2023-03-23,16982.48397772242,-0.23014513857134977
2023-03-24,16887.44837143475,-0.23445332008386321
